# 注記: *_from_close はシグナル日終値が基準。日足確定後に判定する運用ではその終値で買うことは実際には不可能であり、比較用の基準にすぎない。 *_from_next_open は翌営業日始値が基準の参考値であって売買ルールではない。 本ファイルはイベントスタディの観察結果であり、収益バックテストではない。
date,code,name,sector,asset_type,themes,watch_priority,is_leader,entry_reason,range_start_date,range_end_date,range_days,range_lower,range_upper,range_width_pct,signal_close,position_in_range,last_lower_touch_date,days_from_touch_to_signal,lower_touch_count,ma25,ma_direction,ma_slope_pct,ma_deviation_pct,higher_highs,higher_lows,volume_state,volume_range_vs_pre_ratio,prev_high,breakout_pct_vs_prev_high,initial_stop,stop_distance_pct_from_close,shape,outcome,fwd5_max_gain_pct_from_close,fwd5_max_loss_pct_from_close,fwd10_max_gain_pct_from_close,fwd10_max_loss_pct_from_close,fwd5_reached_range_upper,fwd10_reached_range_upper,fwd5_broke_range_upper,fwd10_broke_range_upper,fwd5_hit_stop,fwd10_hit_stop,days_to_stop,fwd5_days_to_max_gain,fwd10_days_to_max_gain,forward_complete,forward_bars_available,next_open,gap_pct,fwd5_max_gain_pct_from_next_open,fwd5_max_loss_pct_from_next_open,fwd10_max_gain_pct_from_next_open,fwd10_max_loss_pct_from_next_open,stop_distance_pct_from_next_open,fwd5_hit_stop_from_next_open,fwd10_hit_stop_from_next_open,signal_index
2026-02-12,9107,川崎汽船,海運業,stock,造船・海運,B,false,"ENTRY_CANDIDATE — 上昇トレンド＋レンジ下限付近（下限まで +1.5%）＋反発確認（終値 2,291円 > 前日高値 2,284円）。必ず日足を人間が確認する",2026-02-09,2026-02-12,3,2256.5486,2326.9893,3.1216,2291.2798,0.4931,2026-02-09,1,1,2216.4953,up,1.2885,3.3740,true,false,contracting,0.7664,2284.4316,0.2998,2245.2659,2.0082,A_ideal,stopped_out,1.8360,-2.6046,7.7284,-2.6046,true,true,true,true,true,true,3,5,9,true,120,2267.3105,-1.0461,2.9126,-1.5750,8.8673,-1.5750,0.9723,true,true,122
2026-02-18,1812,鹿島建設,建設業,stock,建設・国土強靭化,B,true,"ENTRY_CANDIDATE — 上昇トレンド＋レンジ下限付近（下限まで +3.2%）＋反発確認（終値 6,847円 > 前日高値 6,832円）。必ず日足を人間が確認する",2026-02-16,2026-02-18,3,6633.3008,7080.5781,6.7429,6847.0879,0.4780,2026-02-17,1,1,6630.0301,up,2.8192,3.2739,true,false,contracting,0.5261,6832.3097,0.2163,6600.1343,3.6067,A_ideal,stopped_out,2.7050,-2.0719,2.9640,-9.6978,false,false,false,false,false,true,9,2,6,true,116,6847.0879,-0.0000,2.7050,-2.0719,2.9640,-9.6978,3.6067,false,true,126
2026-02-19,8058,三菱商事,卸売業,stock,商社・資源,A,true,"ENTRY_CANDIDATE — 上昇トレンド＋レンジ下限付近（下限まで +2.3%）＋反発確認（終値 4,929円 > 前日高値 4,894円）。必ず日足を人間が確認する",2026-02-16,2026-02-19,4,4818.5619,5063.2041,5.0771,4929.4927,0.4534,2026-02-17,1,1,4384.7032,up,5.1574,12.4248,true,true,contracting,0.6870,4893.8367,0.7286,4794.4691,2.7391,A_ideal,reached_upper,7.1529,-0.6430,12.0956,-1.0649,true,true,true,true,false,false,,5,7,true,115,4929.4930,0.0000,7.1529,-0.6430,12.0956,-1.0649,2.7391,false,false,127
2026-03-09,9104,商船三井,海運業,stock,造船・海運,B,false,"ENTRY_CANDIDATE — 上昇トレンド＋レンジ下限付近（下限まで +3.3%）＋反発確認（終値 5,863円 > 前日高値 5,860円）。必ず日足を人間が確認する",2026-03-03,2026-03-09,5,5676.4876,6060.1007,6.7579,5863.3760,0.4872,2026-03-06,1,2,5318.0556,up,4.7076,10.2541,true,true,neutral,0.8337,5860.4253,0.0503,5648.1052,3.6714,A_ideal,reached_upper,5.3515,-1.7950,22.8821,-1.7950,true,true,true,true,false,false,,2,8,true,104,5872.2289,0.1510,5.1926,-1.9430,22.6968,-1.9430,3.8167,false,false,138
2026-03-25,9104,商船三井,海運業,stock,造船・海運,B,false,"ENTRY_CANDIDATE — 上昇トレンド＋レンジ下限付近（下限まで +3.5%）＋反発確認（終値 6,425円 > 前日高値 6,404円）。必ず日足を人間が確認する",2026-03-23,2026-03-25,3,6210.5951,6724.0462,8.2673,6425.0249,0.4176,2026-03-24,0,1,5893.8684,up,5.4388,9.0120,true,true,contracting,0.4706,6404.3689,0.3225,6179.5422,3.8207,A_ideal,reached_upper,7.9761,-3.5023,8.2019,-3.5023,true,true,true,true,false,false,,2,9,true,93,6670.9308,3.8273,3.9959,-7.0594,4.2133,-7.0594,7.3661,false,false,149
2026-04-20,6383,ダイフク,機械,stock,機械・設備投資,B,false,"ENTRY_CANDIDATE — 上昇トレンド＋レンジ下限付近（下限まで +2.2%）＋反発確認（終値 6,410円 > 前日高値 6,384円）。必ず日足を人間が確認する",2026-04-13,2026-04-20,6,6271.7804,6614.8539,5.4701,6410.0039,0.4029,2026-04-17,1,2,5944.1799,up,2.6367,7.8366,true,false,neutral,0.9220,6384.1490,0.4050,6240.4215,2.6456,A_ideal,stopped_out,2.4046,-2.8855,17.5458,-2.8855,false,true,false,true,true,true,2,5,10,true,75,6417.9592,0.1241,2.2777,-3.0059,17.4001,-3.0059,2.7663,true,true,167
2026-05-22,6645,オムロン,電気機器,stock,電子部品・AI端末,B,false,"ENTRY_CANDIDATE — 上昇トレンド＋レンジ下限付近（下限まで +4.1%）＋反発確認（終値 5,480円 > 前日高値 5,470円）。必ず日足を人間が確認する",2026-05-18,2026-05-22,5,5263.0000,5758.0000,9.4053,5480.0000,0.4384,2026-05-20,2,1,5468.5200,up,3.1602,0.2099,true,true,contracting,0.6790,5470.0000,0.1828,5236.6850,4.4401,A_ideal,reached_upper,7.0620,-2.8102,16.4781,-2.8102,true,true,false,true,false,false,,5,9,true,55,5680.0000,3.6496,3.2923,-6.2324,12.3768,-6.2324,7.8048,false,false,187
2026-06-09,7182,ゆうちょ銀行,銀行業,stock,銀行・金利上昇,B,false,"ENTRY_CANDIDATE — 上昇トレンド＋レンジ下限付近（下限まで +3.4%）＋反発確認（終値 3,154円 > 前日高値 3,145円）。必ず日足を人間が確認する",2026-06-05,2026-06-09,3,3049.0000,3277.0000,7.4779,3154.0000,0.4605,2026-06-08,1,1,2991.8800,up,3.9714,5.4187,true,true,neutral,0.9179,3145.0000,0.2862,3033.7550,3.8125,A_ideal,reached_upper,4.8827,-2.9803,4.8827,-2.9803,true,true,false,true,false,false,,4,4,true,43,3188.0000,1.0780,3.7641,-4.0151,3.7641,-4.0151,4.8383,false,false,199
2026-06-12,8306,三菱UFJ,銀行業,stock,銀行・金利上昇,A,true,"ENTRY_CANDIDATE — 上昇トレンド＋レンジ下限付近（下限まで +2.7%）＋反発確認（終値 3,162円 > 前日高値 3,148円）。必ず日足を人間が確認する",2026-06-04,2026-06-12,7,3080.0000,3305.0000,7.3052,3162.0000,0.3644,2026-06-11,1,2,3053.3200,up,2.2429,3.5594,true,true,neutral,1.1728,3148.0000,0.4447,3064.6000,3.0803,A_ideal,reached_upper,7.3371,0.7590,7.3371,0.7590,true,true,true,true,false,false,,4,4,true,40,3231.0000,2.1822,5.0449,-1.3928,5.0449,-1.3928,5.1501,false,false,202
2026-07-15,7202,いすゞ,輸送用機器,stock,自動車・円安,B,false,"ENTRY_CANDIDATE — 上昇トレンド＋レンジ下限付近（下限まで +1.7%）＋反発確認（終値 2,346円 > 前日高値 2,339円）。必ず日足を人間が確認する",2026-07-10,2026-07-15,4,2306.0000,2386.5000,3.4909,2345.5000,0.4907,2026-07-13,1,1,2253.5600,up,1.5053,4.0798,true,true,contracting,0.5179,2339.0000,0.2779,2294.4700,2.1757,A_ideal,stopped_out,0.4050,-2.6647,6.0328,-3.6879,false,true,false,true,true,true,2,2,10,true,17,2340.5000,-0.2132,0.6195,-2.4567,6.2593,-3.4822,1.9667,true,true,225
