# 注記: *_from_close はシグナル日終値が基準。日足確定後に判定する運用ではその終値で買うことは実際には不可能であり、比較用の基準にすぎない。 *_from_next_open は翌営業日始値が基準の参考値であって売買ルールではない。 本ファイルはイベントスタディの観察結果であり、収益バックテストではない。
date,code,name,sector,asset_type,themes,watch_priority,is_leader,entry_reason,range_start_date,range_end_date,range_days,range_lower,range_upper,range_width_pct,signal_close,position_in_range,last_lower_touch_date,days_from_touch_to_signal,lower_touch_count,ma25,ma_direction,ma_slope_pct,ma_deviation_pct,higher_highs,higher_lows,volume_state,volume_range_vs_pre_ratio,prev_high,breakout_pct_vs_prev_high,initial_stop,stop_distance_pct_from_close,shape,outcome,fwd5_max_gain_pct_from_close,fwd5_max_loss_pct_from_close,fwd10_max_gain_pct_from_close,fwd10_max_loss_pct_from_close,fwd5_reached_range_upper,fwd10_reached_range_upper,fwd5_broke_range_upper,fwd10_broke_range_upper,fwd5_hit_stop,fwd10_hit_stop,days_to_stop,fwd5_days_to_max_gain,fwd10_days_to_max_gain,forward_complete,forward_bars_available,next_open,gap_pct,fwd5_max_gain_pct_from_next_open,fwd5_max_loss_pct_from_next_open,fwd10_max_gain_pct_from_next_open,fwd10_max_loss_pct_from_next_open,stop_distance_pct_from_next_open,fwd5_hit_stop_from_next_open,fwd10_hit_stop_from_next_open,signal_index
2026-02-04,8001,伊藤忠,卸売業,stock,商社・資源,A,true,"ENTRY_CANDIDATE — 上昇トレンド＋レンジ下限付近（下限まで +3.6%）＋反発確認（終値 2,025円 > 前日高値 2,015円）。必ず日足を人間が確認する",2026-02-02,2026-02-04,3,1953.9334,2043.9626,4.6076,2025.1653,0.7912,2026-02-02,2,1,1999.1657,up,1.0837,1.3005,true,false,neutral,0.9072,2015.2719,0.4909,1944.1637,3.9998,B_late,reached_upper,9.0865,-2.2472,10.8451,-2.2472,true,true,true,true,false,false,,5,10,true,125,2061.7707,1.8075,7.1497,-3.9827,8.8772,-3.9827,5.7042,false,false,117
2026-02-06,6315,TOWA,機械,stock,半導体・生成AI,B,false,"ENTRY_CANDIDATE — 上昇トレンド＋レンジ下限付近（下限まで +4.8%）＋反発確認（終値 2,967円 > 前日高値 2,959円）。必ず日足を人間が確認する",2026-01-30,2026-02-06,6,2831.1684,3034.4574,7.1804,2967.0249,0.6683,2026-02-06,0,3,2804.6319,up,6.1939,5.7902,true,false,neutral,0.8840,2959.0916,0.2681,2817.0126,5.0560,B_late,stopped_out,4.4452,-10.4278,4.4452,-10.4278,true,true,false,false,true,true,1,1,1,true,123,2974.9581,0.2674,4.1667,-10.6667,4.1667,-10.6667,5.3092,true,true,119
2026-02-09,6361,荏原,機械,stock,機械・設備投資,B,false,"ENTRY_CANDIDATE — 上昇トレンド＋レンジ下限付近（下限まで +6.8%）＋反発確認（終値 5,169円 > 前日高値 4,946円）。必ず日足を人間が確認する",2026-02-05,2026-02-09,3,4838.3100,5283.9435,9.2105,5168.5562,0.7411,2026-02-06,1,1,4710.7074,up,6.1749,9.7193,true,false,contracting,0.7360,4945.7396,4.5052,4814.1185,6.8576,B_late,reached_upper,13.9146,-0.5966,13.9146,-0.5966,true,true,true,true,false,false,,4,4,true,122,5174.5249,0.1155,13.7832,-0.7113,13.7832,-0.7113,6.9650,false,false,120
2026-02-09,6594,ニデック,電気機器,stock,電子部品・AI端末,B,false,"ENTRY_CANDIDATE — 上昇トレンド＋レンジ下限付近（下限まで +5.1%）＋反発確認（終値 2,360円 > 前日高値 2,330円）。必ず日足を人間が確認する",2026-02-05,2026-02-09,3,2246.0000,2389.0000,6.3669,2360.0000,0.7972,2026-02-06,1,1,2232.0000,up,2.3365,5.7348,true,true,contracting,0.6221,2330.0000,1.2876,2234.7700,5.3064,B_late,reached_upper,3.7288,-1.6102,3.7288,-2.9237,true,true,true,true,false,false,,2,2,true,122,2377.0000,0.7203,2.9870,-2.3138,2.9870,-3.6180,5.9836,false,false,120
2026-02-12,6752,パナソニックHD,電気機器,stock,電子部品・AI端末,B,false,"ENTRY_CANDIDATE — 上昇トレンド＋レンジ下限付近（下限まで +3.8%）＋反発確認（終値 2,535円 > 前日高値 2,530円）。必ず日足を人間が確認する",2026-02-09,2026-02-12,3,2443.5408,2572.5660,5.2803,2535.3472,0.7115,2026-02-09,1,1,2218.5801,up,3.7589,14.2779,true,true,contracting,0.7186,2529.8883,0.2158,2431.3231,4.1030,B_late,stopped_out,0.0000,-8.7884,2.4075,-8.7884,false,true,false,false,true,true,1,5,9,true,120,2485.7222,-1.9573,1.9964,-6.9675,4.4520,-6.9675,2.1885,true,true,122
2026-02-12,6770,アルプスアルパイン,電気機器,stock,電子部品・AI端末,B,false,"ENTRY_CANDIDATE — 上昇トレンド＋レンジ下限付近（下限まで +2.5%）＋反発確認（終値 2,170円 > 前日高値 2,164円）。必ず日足を人間が確認する",2026-02-09,2026-02-12,3,2116.6562,2202.4068,4.0512,2170.3735,0.6264,2026-02-09,1,1,1994.3584,up,1.6059,8.8257,false,false,neutral,0.8640,2163.9669,0.2961,2106.0729,2.9627,A_ideal,reached_upper,4.8138,-2.5204,8.7875,-2.5204,true,true,true,true,false,false,,5,9,true,120,2140.3114,-1.3851,6.2860,-1.1513,10.3155,-1.1513,1.5997,false,false,122
2026-02-12,9107,川崎汽船,海運業,stock,造船・海運,B,false,"ENTRY_CANDIDATE — 上昇トレンド＋レンジ下限付近（下限まで +1.5%）＋反発確認（終値 2,291円 > 前日高値 2,284円）。必ず日足を人間が確認する",2026-02-09,2026-02-12,3,2256.5486,2326.9893,3.1216,2291.2798,0.4931,2026-02-09,1,1,2216.4953,up,1.2885,3.3740,true,false,contracting,0.7664,2284.4316,0.2998,2245.2659,2.0082,A_ideal,stopped_out,1.8360,-2.6046,7.7284,-2.6046,true,true,true,true,true,true,3,5,9,true,120,2267.3105,-1.0461,2.9126,-1.5750,8.8673,-1.5750,0.9723,true,true,122
2026-02-16,6770,アルプスアルパイン,電気機器,stock,電子部品・AI端末,B,false,"ENTRY_CANDIDATE — 上昇トレンド＋レンジ下限付近（下限まで +2.2%）＋反発確認（終値 2,163円 > 前日高値 2,163円）。必ず日足を人間が確認する",2026-02-09,2026-02-16,5,2115.6705,2202.4068,4.0997,2162.9812,0.5455,2026-02-13,0,2,2012.0013,up,1.9691,7.5040,true,false,contracting,0.6262,2162.9811,0.0000,2105.0921,2.6764,A_ideal,stopped_out,7.7466,-1.4126,9.1593,-2.7569,true,true,true,true,false,true,10,5,7,true,118,2158.5458,-0.2051,7.9680,-1.2100,9.3836,-2.5571,2.4764,false,true,124
2026-02-17,1820,西松建設,建設業,stock,建設・国土強靭化,B,false,"ENTRY_CANDIDATE — 上昇トレンド＋レンジ下限付近（下限まで +3.7%）＋反発確認（終値 6,398円 > 前日高値 6,374円）。必ず日足を人間が確認する",2026-02-13,2026-02-17,3,6166.7730,6513.0671,5.6155,6397.6357,0.6667,2026-02-16,1,1,5907.0719,up,2.2120,8.3047,true,false,neutral,0.9757,6374.1581,0.3683,6135.9391,4.0905,B_late,stopped_out,3.8685,-0.1529,5.3670,-5.7645,true,true,true,true,false,true,10,5,7,true,117,6392.7445,-0.0765,3.9480,-0.0765,5.4476,-5.6924,4.0171,false,true,125
2026-02-17,6645,オムロン,電気機器,stock,電子部品・AI端末,B,false,"ENTRY_CANDIDATE — 上昇トレンド＋レンジ下限付近（下限まで +3.7%）＋反発確認（終値 4,802円 > 前日高値 4,737円）。必ず日足を人間が確認する",2026-02-13,2026-02-17,3,4632.4633,4859.7874,4.9072,4802.4619,0.7478,2026-02-16,0,1,4160.6183,up,3.9058,15.4266,true,false,contracting,0.4591,4737.2300,1.3770,4609.3010,4.0221,B_late,reached_upper,16.3820,-1.5229,16.3820,-2.4285,true,true,true,true,false,false,,5,5,true,117,4771.8228,-0.6380,17.1292,-0.8906,17.1292,-1.8020,3.4059,false,false,125
