date,code,name,sector,themes,status,close,ma25,range_days,range_lower,range_upper,range_position,distance_to_lower_pct,lower_touch_count,prev_high,rebound_confirmed,volume_state,initial_stop,reason
2026-09-08,9503,関西電力,電気・ガス業,電力・エネルギーインフラ,NEAR,2939.50,2595.36,3,2927.50,3030.00,0.117,0.41,2,3029.00,false,contracting,2912.86,上昇トレンド / レンジ3日 / 下限反応2回 / 下限まで+0.4% / 反発確認まだ
2026-09-08,9508,九州電力,電気・ガス業,電力・エネルギーインフラ,NEAR,2141.00,1957.30,3,2132.00,2225.00,0.097,0.42,2,2225.00,false,contracting,2121.34,上昇トレンド / レンジ3日 / 下限反応2回 / 下限まで+0.4% / 反発確認まだ
2026-09-08,8308,りそなHD,銀行業,銀行・金利上昇,NEAR,2491.00,2424.54,3,2477.00,2596.50,0.117,0.57,2,2596.50,false,contracting,2464.61,上昇トレンド / レンジ3日 / 下限反応2回 / 下限まで+0.6% / 反発確認まだ
2026-09-08,8306,三菱UFJ,銀行業,銀行・金利上昇,NEAR,3656.00,3610.20,6,3620.00,3795.00,0.206,0.99,2,3795.00,false,expanding,3601.90,上昇トレンド / レンジ6日 / 下限反応2回 / 下限まで+1.0% / 反発確認まだ
2026-09-08,7182,ゆうちょ銀行,銀行業,銀行・金利上昇,NEAR,3280.00,3253.28,9,3235.00,3455.00,0.205,1.39,2,3408.00,false,neutral,3218.82,上昇トレンド / レンジ9日 / 下限反応2回 / 下限まで+1.4% / 反発確認まだ
2026-09-08,9513,J-POWER,電気・ガス業,電力・エネルギーインフラ,NEAR,4124.00,3990.72,3,4058.00,4190.00,0.500,1.63,2,4165.00,false,contracting,4037.71,上昇トレンド / レンジ3日 / 下限反応2回 / 下限まで+1.6% / 反発確認まだ
2026-09-08,8058,三菱商事,卸売業,商社・資源,NEAR,4927.00,4808.92,3,4833.00,5074.00,0.390,1.94,1,5045.00,false,neutral,4808.84,上昇トレンド / レンジ3日 / 下限反応1回 / 下限まで+1.9% / 反発確認まだ
2026-09-08,8031,三井物産,卸売業,商社・資源,NEAR,5093.00,4932.96,6,4990.00,5333.00,0.300,2.06,3,5130.00,false,expanding,4965.05,上昇トレンド / レンジ6日 / 下限反応3回 / 下限まで+2.1% / 反発確認まだ
2026-09-08,1813,不動テトラ,建設業,建設・国土強靭化,NEAR,2848.00,2822.52,4,2790.00,2893.00,0.563,2.08,1,2872.00,false,neutral,2776.05,上昇トレンド / レンジ4日 / 下限反応1回 / 下限まで+2.1% / 反発確認まだ
2026-09-08,5838,楽天銀行,銀行業,銀行・金利上昇,RANGE,6523.00,6141.64,10,6288.00,6660.00,0.632,3.74,2,6657.00,false,contracting,6256.56,上昇トレンド / レンジ10日 / 下限反応2回 / 下限まで+3.7% / 反発確認まだ
2026-09-08,9107,川崎汽船,海運業,造船・海運,RANGE,3427.00,3174.88,4,3288.00,3458.00,0.818,4.23,1,3444.00,false,neutral,3271.56,上昇トレンド / レンジ4日 / 下限反応1回 / 下限まで+4.2% / 反発確認まだ
2026-09-08,9502,中部電力,電気・ガス業,電力・エネルギーインフラ,RANGE,2978.50,2848.96,7,2830.50,3023.00,0.769,5.23,2,3023.00,false,neutral,2816.35,上昇トレンド / レンジ7日 / 下限反応2回 / 下限まで+5.2% / 反発確認まだ
2026-09-08,6203,豊和工業,機械,重工・防衛,OUT,2148.00,1538.20,,,,,,,1912.00,true,unknown,,"品質を満たすレンジがない（最良は10日 window（値幅が広すぎる（57.0% > 10.0%） / 安値が4本連続で切り下がり（1,545→1,534→1,532→1,479） / 日々の値幅が拡大中（後半/前半 4.28 > 1.15）））"
2026-09-08,9984,ソフトバンクグループ,情報・通信業,AIインフラ・通信,OUT,6556.00,5466.88,,,,,,,6217.00,true,unknown,,品質を満たすレンジがない（最良は10日 window（値幅が広すぎる（38.1% > 10.0%） / 日々の値幅が拡大中（後半/前半 1.37 > 1.15）））
2026-09-08,9101,日本郵船,海運業,造船・海運,OUT,7290.00,6735.96,3,7076.00,7465.00,0.550,,1,7465.00,false,neutral,,"株価 7,290円 が対象レンジ 2,000円〜7,000円 の外"
2026-09-08,9504,中国電力,電気・ガス業,電力・エネルギーインフラ,OUT,1074.50,974.49,3,1039.00,1095.00,0.634,,1,1095.00,false,contracting,,"株価 1,074円 が対象レンジ 2,000円〜7,000円 の外"
2026-09-08,9104,商船三井,海運業,造船・海運,OUT,7114.00,6773.84,4,6883.00,7318.00,0.531,,1,7224.00,false,neutral,,"株価 7,114円 が対象レンジ 2,000円〜7,000円 の外"
2026-09-08,9506,東北電力,電気・ガス業,電力・エネルギーインフラ,OUT,1376.50,1294.58,3,1346.00,1412.50,0.459,,1,1412.50,false,neutral,,"株価 1,376円 が対象レンジ 2,000円〜7,000円 の外"
2026-09-08,8001,伊藤忠,卸売業,商社・資源,OUT,2277.00,2096.82,,,,,,,2277.00,false,unknown,,品質を満たすレンジがない（最良は3日 window（レンジ品質が不足（0.39 < 0.45）））
2026-09-08,5713,住友金属鉱山,非鉄金属,非鉄・資源素材,OUT,9767.00,10174.12,,,,,,,10295.00,false,unknown,,"株価 9,767円 が対象レンジ 2,000円〜7,000円 の外"
2026-09-08,5711,三菱マテリアル,非鉄金属,非鉄・資源素材,OUT,5107.00,5311.36,4,5085.00,5509.00,0.052,,1,5340.00,false,contracting,,"上昇トレンド条件を満たさない（株価 > MA25: 5,107円 <= MA25 5,311円 (-3.8%)）"
2026-09-08,6525,KOKUSAI ELECTRIC,電気機器,半導体・生成AI,OUT,8782.00,8531.80,,,,,,,9168.00,false,unknown,,"株価 8,782円 が対象レンジ 2,000円〜7,000円 の外"
2026-09-08,7014,名村造船所,輸送用機器,造船・海運,OUT,4865.00,4547.00,,,,,,,5140.00,false,unknown,,"品質を満たすレンジがない（最良は10日 window（値幅が広すぎる（16.7% > 10.0%） / 安値が4本連続で切り下がり（4,760→4,685→4,520→4,405）））"
2026-09-08,5803,フジクラ,非鉄金属,電線・データセンター,OUT,5083.00,5315.56,,,,,,,5362.00,false,unknown,,"上昇トレンド条件を満たさない（株価 > MA25: 5,083円 <= MA25 5,316円 (-4.4%)）"
2026-09-08,5805,SWCC,非鉄金属,電線・データセンター,OUT,13610.00,13803.60,5,13340.00,14270.00,0.290,,1,14230.00,false,neutral,,"株価 13,610円 が対象レンジ 2,000円〜7,000円 の外"
2026-09-08,5801,古河電工,非鉄金属,電線・データセンター,OUT,3666.00,3913.00,,,,,,,4003.00,false,unknown,,"上昇トレンド条件を満たさない（株価 > MA25: 3,666円 <= MA25 3,913円 (-6.3%)）"
2026-09-08,9509,北海道電力,電気・ガス業,電力・エネルギーインフラ,OUT,1131.00,1076.20,3,1120.50,1167.00,0.226,,2,1167.00,false,contracting,,"株価 1,131円 が対象レンジ 2,000円〜7,000円 の外"
2026-09-08,4689,LINEヤフー,情報・通信業,AIインフラ・通信,OUT,526.90,515.82,,,,,,,531.10,false,unknown,,"株価 527円 が対象レンジ 2,000円〜7,000円 の外"
2026-09-08,8053,住友商事,卸売業,商社・資源,OUT,1838.50,1771.26,3,1796.50,1891.00,0.444,,1,1883.00,false,neutral,,"株価 1,838円 が対象レンジ 2,000円〜7,000円 の外"
2026-09-08,3778,さくらインターネット,情報・通信業,AIインフラ・通信,OUT,3700.00,3644.00,,,,,,,3670.00,true,unknown,,"品質を満たすレンジがない（最良は9日 window（値幅が広すぎる（16.1% > 10.0%） / 安値が4本連続で切り下がり（3,760→3,740→3,570→3,490）））"
2026-09-08,9432,NTT,情報・通信業,AIインフラ・通信,OUT,172.00,164.67,,,,,,,172.70,false,unknown,,"株価 172円 が対象レンジ 2,000円〜7,000円 の外"
2026-09-08,5707,東邦亜鉛,非鉄金属,非鉄・資源素材,OUT,995.00,1068.20,,,,,,,1051.00,false,unknown,,"株価 995円 が対象レンジ 2,000円〜7,000円 の外"
2026-09-08,8015,豊田通商,卸売業,商社・資源,OUT,7482.00,7394.16,3,7421.00,7798.00,0.162,,2,7798.00,false,neutral,,"株価 7,482円 が対象レンジ 2,000円〜7,000円 の外"
2026-09-08,464A,QPSホールディングス,情報・通信業,宇宙・衛星,OUT,1720.00,1762.36,,,,,,,1822.00,false,unknown,,"株価 1,720円 が対象レンジ 2,000円〜7,000円 の外"
2026-09-08,6645,オムロン,電気機器,電子部品・AI端末,OUT,5980.00,6488.32,,,,,,,6387.00,false,unknown,,"上昇トレンド条件を満たさない（株価 > MA25: 5,980円 <= MA25 6,488円 (-7.8%)）"
2026-09-08,6857,アドバンテスト,電気機器,半導体・生成AI,OUT,33800.00,34366.80,,,,,,,34850.00,false,unknown,,"株価 33,800円 が対象レンジ 2,000円〜7,000円 の外"
2026-09-08,9501,東京電力HD,電気・ガス業,電力・エネルギーインフラ,OUT,556.70,535.03,3,551.80,584.10,0.152,,2,584.10,false,contracting,,"株価 557円 が対象レンジ 2,000円〜7,000円 の外"
2026-09-08,5714,DOWA HD,非鉄金属,非鉄・資源素材,OUT,9001.00,9582.00,4,9001.00,9640.00,0.000,,1,9467.00,false,contracting,,"株価 9,001円 が対象レンジ 2,000円〜7,000円 の外"
2026-09-08,5703,日本軽金属HD,非鉄金属,非鉄・資源素材,OUT,2930.00,2997.84,9,2930.00,3150.00,0.000,,1,3070.00,false,neutral,,"上昇トレンド条件を満たさない（株価 > MA25: 2,930円 <= MA25 2,998円 (-2.3%)）"
2026-09-08,8411,みずほFG,銀行業,銀行・金利上昇,OUT,8599.00,8452.40,3,8506.00,8854.00,0.267,,1,8854.00,false,neutral,,"株価 8,599円 が対象レンジ 2,000円〜7,000円 の外"
2026-09-08,1820,西松建設,建設業,建設・国土強靭化,OUT,5634.00,5506.56,,,,,,,5672.00,false,unknown,,"品質を満たすレンジがない（最良は10日 window（安値が3本連続で切り下がり（5,592→5,589→5,558）））"
2026-09-08,6752,パナソニックHD,電気機器,電子部品・AI端末,OUT,4164.00,4406.56,,,,,,,4421.00,false,unknown,,"上昇トレンド条件を満たさない（株価 > MA25: 4,164円 <= MA25 4,407円 (-5.5%)）"
2026-09-08,9434,ソフトバンク,情報・通信業,AIインフラ・通信,OUT,241.00,234.79,,,,,,,239.50,true,unknown,,"株価 241円 が対象レンジ 2,000円〜7,000円 の外"
2026-09-08,8309,三井住友トラストG,銀行業,銀行・金利上昇,OUT,1756.50,1732.28,8,1746.50,1822.50,0.132,,2,1808.00,false,expanding,,"株価 1,756円 が対象レンジ 2,000円〜7,000円 の外"
2026-09-08,6301,コマツ,機械,機械・設備投資,OUT,7390.00,7331.60,4,7386.00,7675.00,0.014,,2,7633.00,false,neutral,,"株価 7,390円 が対象レンジ 2,000円〜7,000円 の外"
2026-09-08,200A,NEXT FUNDS 日経半導体株指数連動型上場投信,ETF,半導体・生成AI,OUT,4385.00,4405.96,,,,,,,4535.00,false,unknown,,"上昇トレンド条件を満たさない（株価 > MA25: 4,385円 <= MA25 4,406円 (-0.5%)）"
2026-09-08,6326,クボタ,機械,機械・設備投資,OUT,2789.50,2779.40,,,,,,,3060.00,false,unknown,,"前日までのレンジ下限 2,908円 を -4.1% 下抜け（許容 -1.5%）＝レンジ崩壊"
2026-09-08,8316,三井住友FG,銀行業,銀行・金利上昇,OUT,6928.00,6815.64,,,,,,,7094.00,false,unknown,,"品質を満たすレンジがない（最良は8日 window（安値が4本連続で切り下がり（7,020→6,964→6,952→6,817）））"
2026-09-08,1803,清水建設,建設業,建設・国土強靭化,OUT,2456.00,2391.02,,,,,,,2437.50,true,unknown,,"品質を満たすレンジがない（最良は10日 window（安値が3本連続で切り下がり（2,394→2,376→2,348） / 日々の値幅が拡大中（後半/前半 1.38 > 1.15）））"
2026-09-08,7721,東京計器,精密機器,重工・防衛,OUT,6920.00,7233.60,,,,,,,7390.00,false,unknown,,"上昇トレンド条件を満たさない（株価 > MA25: 6,920円 <= MA25 7,234円 (-4.3%)）"
2026-09-08,7003,三井E&S,機械,造船・海運,OUT,4404.00,4278.28,3,4191.00,4512.00,0.664,,1,4505.00,false,contracting,,"上昇トレンド条件を満たさない（MA25の向き: 下向き — MA25 4,278円 < 5日前 4,361円 (-1.9%)）"
2026-09-08,6702,富士通,電気機器,AIインフラ・通信,OUT,3775.00,3726.56,,,,,,,3868.00,false,unknown,,"品質を満たすレンジがない（最良は5日 window（安値が3本連続で切り下がり（3,848→3,801→3,752）））"
2026-09-08,6594,ニデック,電気機器,電子部品・AI端末,OUT,2722.00,2670.64,,,,,,,2812.00,false,unknown,,品質を満たすレンジがない（最良は3日 window（値幅が広すぎる（13.0% > 10.0%）））
2026-09-08,7735,SCREEN HD,電気機器,半導体・生成AI,OUT,13270.00,13452.60,,,,,,,13570.00,false,unknown,,"株価 13,270円 が対象レンジ 2,000円〜7,000円 の外"
2026-09-08,1801,大成建設,建設業,建設・国土強靭化,OUT,13145.00,12805.00,,,,,,,12985.00,true,unknown,,"株価 13,145円 が対象レンジ 2,000円〜7,000円 の外"
2026-09-08,1812,鹿島建設,建設業,建設・国土強靭化,OUT,5062.00,4932.84,6,4846.00,5175.00,0.657,,2,5034.00,true,neutral,,"上昇トレンド条件を満たさない（MA25の向き: 下向き — MA25 4,933円 < 5日前 5,016円 (-1.7%)）"
2026-09-08,4274,細谷火工,化学,重工・防衛,OUT,1096.00,1084.88,3,1051.00,1112.00,0.738,,1,1095.00,true,neutral,,"株価 1,096円 が対象レンジ 2,000円〜7,000円 の外"
2026-09-08,8002,丸紅,卸売業,商社・資源,OUT,5080.00,4973.24,5,4993.00,5261.00,0.325,,2,5186.00,false,neutral,,"上昇トレンド条件を満たさない（MA25の向き: 下向き — MA25 4,973円 < 5日前 4,990円 (-0.3%)）"
2026-09-08,6981,村田製作所,電気機器,電子部品・AI端末,OUT,7023.00,7386.60,,,,,,,7636.00,false,unknown,,"株価 7,023円 が対象レンジ 2,000円〜7,000円 の外"
2026-09-08,6208,石川製作所,機械,重工・防衛,OUT,1666.00,1661.12,,,,,,,1691.00,false,unknown,,"株価 1,666円 が対象レンジ 2,000円〜7,000円 の外"
