date,code,name,sector,themes,status,close,ma25,range_days,range_lower,range_upper,range_position,distance_to_lower_pct,lower_touch_count,prev_high,rebound_confirmed,volume_state,initial_stop,reason
2026-08-28,1820,西松建設,建設業,建設・国土強靭化,NEAR,5533.00,5428.48,5,5481.00,5601.00,0.433,0.95,2,5601.00,false,neutral,5453.60,上昇トレンド / レンジ5日 / 下限反応2回 / 下限まで+0.9% / 反発確認まだ
2026-08-28,8001,伊藤忠,卸売業,商社・資源,NEAR,2116.50,2042.64,3,2091.50,2143.00,0.485,1.20,1,2143.00,false,neutral,2081.04,上昇トレンド / レンジ3日 / 下限反応1回 / 下限まで+1.2% / 反発確認まだ
2026-08-28,5838,楽天銀行,銀行業,銀行・金利上昇,NEAR,6441.00,5859.88,3,6314.00,6598.00,0.447,2.01,1,6598.00,false,neutral,6282.43,上昇トレンド / レンジ3日 / 下限反応1回 / 下限まで+2.0% / 反発確認まだ
2026-08-28,5016,JX金属,非鉄金属,非鉄・資源素材,NEAR,3810.00,3787.52,3,3722.00,3907.00,0.476,2.36,1,3907.00,false,neutral,3703.39,上昇トレンド / レンジ3日 / 下限反応1回 / 下限まで+2.4% / 反発確認まだ
2026-08-28,5803,フジクラ,非鉄金属,電線・データセンター,NEAR,5340.00,5024.08,3,5110.00,5558.00,0.513,4.50,1,5558.00,false,neutral,5084.45,上昇トレンド / レンジ3日 / 下限反応1回 / 下限まで+4.5% / 反発確認まだ
2026-08-28,5703,日本軽金属HD,非鉄金属,非鉄・資源素材,RANGE,3045.00,2897.96,10,2963.00,3140.00,0.463,2.77,2,3100.00,false,contracting,2948.18,上昇トレンド / レンジ10日 / 下限反応2回 / 下限まで+2.8% / 反発確認まだ
2026-08-28,7011,三菱重工,機械,重工・防衛|宇宙・衛星,RANGE,4025.00,4002.20,6,3895.00,4071.00,0.739,3.34,2,4002.00,true,contracting,3875.53,上昇トレンド / レンジ6日 / 下限反応2回 / 下限まで+3.3% / 反発確認OK
2026-08-28,9513,J-POWER,電気・ガス業,電力・エネルギーインフラ,RANGE,4041.00,3901.96,9,3886.00,4060.00,0.891,3.99,1,4060.00,false,contracting,3866.57,上昇トレンド / レンジ9日 / 下限反応1回 / 下限まで+4.0% / 反発確認まだ
2026-08-28,6770,アルプスアルパイン,電気機器,電子部品・AI端末,RANGE,2239.00,2178.54,6,2149.00,2252.50,0.870,4.19,2,2233.50,true,neutral,2138.26,上昇トレンド / レンジ6日 / 下限反応2回 / 下限まで+4.2% / 反発確認OK
2026-08-28,1813,不動テトラ,建設業,建設・国土強靭化,RANGE,2881.00,2780.60,9,2746.00,2904.00,0.854,4.92,1,2904.00,false,contracting,2732.27,上昇トレンド / レンジ9日 / 下限反応1回 / 下限まで+4.9% / 反発確認まだ
2026-08-28,7269,スズキ,輸送用機器,自動車・円安,RANGE,2170.00,2056.22,7,2068.00,2173.00,0.971,4.93,1,2173.00,false,neutral,2057.66,上昇トレンド / レンジ7日 / 下限反応1回 / 下限まで+4.9% / 反発確認まだ
2026-08-28,6326,クボタ,機械,機械・設備投資,RANGE,2826.50,2734.22,5,2682.00,2874.50,0.751,5.39,1,2874.50,false,contracting,2668.59,上昇トレンド / レンジ5日 / 下限反応1回 / 下限まで+5.4% / 反発確認まだ
2026-08-28,6701,NEC,電気機器,AIインフラ・通信|宇宙・衛星,RANGE,4908.00,4727.36,7,4626.00,4963.00,0.837,6.10,2,4857.00,true,neutral,4602.87,上昇トレンド / レンジ7日 / 下限反応2回 / 下限まで+6.1% / 反発確認OK
2026-08-28,6752,パナソニックHD,電気機器,電子部品・AI端末,RANGE,4414.00,4279.80,6,4154.00,4497.00,0.758,6.26,1,4454.00,false,neutral,4133.23,上昇トレンド / レンジ6日 / 下限反応1回 / 下限まで+6.3% / 反発確認まだ
2026-08-28,6645,オムロン,電気機器,電子部品・AI端末,RANGE,6633.00,6220.12,6,6236.00,6738.00,0.791,6.37,2,6613.00,true,contracting,6204.82,上昇トレンド / レンジ6日 / 下限反応2回 / 下限まで+6.4% / 反発確認OK
2026-08-28,8308,りそなHD,銀行業,銀行・金利上昇,RANGE,2512.50,2351.32,8,2318.00,2540.00,0.876,8.39,1,2461.00,true,neutral,2306.41,上昇トレンド / レンジ8日 / 下限反応1回 / 下限まで+8.4% / 反発確認OK
2026-08-28,5713,住友金属鉱山,非鉄金属,非鉄・資源素材,OUT,11525.00,9416.68,3,10850.00,11850.00,0.675,,1,11420.00,true,neutral,,"株価 11,525円 が対象レンジ 2,000円〜7,000円 の外"
2026-08-28,5711,三菱マテリアル,非鉄金属,非鉄・資源素材,OUT,6058.00,4941.60,,,,,,,5986.00,true,unknown,,品質を満たすレンジがない（最良は3日 window（レンジ品質が不足（0.38 < 0.45）））
2026-08-28,5707,東邦亜鉛,非鉄金属,非鉄・資源素材,OUT,1182.00,1011.28,,,,,,,1219.00,false,unknown,,"株価 1,182円 が対象レンジ 2,000円〜7,000円 の外"
2026-08-28,5805,SWCC,非鉄金属,電線・データセンター,OUT,14670.00,12984.00,3,13950.00,15070.00,0.643,,1,14820.00,false,neutral,,"株価 14,670円 が対象レンジ 2,000円〜7,000円 の外"
2026-08-28,5714,DOWA HD,非鉄金属,非鉄・資源素材,OUT,10395.00,9199.88,3,10105.00,10660.00,0.523,,1,10410.00,false,contracting,,"株価 10,395円 が対象レンジ 2,000円〜7,000円 の外"
2026-08-28,4689,LINEヤフー,情報・通信業,AIインフラ・通信,OUT,554.00,491.31,3,545.80,564.00,0.451,,1,556.60,false,neutral,,"株価 554円 が対象レンジ 2,000円〜7,000円 の外"
2026-08-28,3778,さくらインターネット,情報・通信業,AIインフラ・通信,OUT,3865.00,3457.04,,,,,,,3680.00,true,unknown,,"品質を満たすレンジがない（最良は10日 window（値幅が広すぎる（28.3% > 10.0%） / 安値が3本連続で切り下がり（3,515→3,450→3,390）））"
2026-08-28,9107,川崎汽船,海運業,造船・海運,OUT,3382.00,3024.80,,,,,,,3322.00,true,unknown,,"品質を満たすレンジがない（最良は4日 window（値幅が広すぎる（10.5% > 10.0%） / 安値が3本連続で切り下がり（3,406→3,306→3,250）））"
2026-08-28,9104,商船三井,海運業,造船・海運,OUT,7096.00,6440.68,3,6933.00,7210.00,0.588,,1,7105.00,false,contracting,,"株価 7,096円 が対象レンジ 2,000円〜7,000円 の外"
2026-08-28,9101,日本郵船,海運業,造船・海運,OUT,7115.00,6418.00,,,,,,,6976.00,true,unknown,,"株価 7,115円 が対象レンジ 2,000円〜7,000円 の外"
2026-08-28,464A,QPSホールディングス,情報・通信業,宇宙・衛星,OUT,1920.00,1683.24,,,,,,,1883.00,true,unknown,,"株価 1,920円 が対象レンジ 2,000円〜7,000円 の外"
2026-08-28,7014,名村造船所,輸送用機器,造船・海運,OUT,4880.00,4416.40,,,,,,,4775.00,true,unknown,,品質を満たすレンジがない（最良は5日 window（値幅が広すぎる（14.5% > 10.0%）））
