date,code,name,sector,themes,status,close,ma25,range_days,range_lower,range_upper,range_position,distance_to_lower_pct,lower_touch_count,prev_high,rebound_confirmed,volume_state,initial_stop,reason
2026-08-27,6701,NEC,電気機器,AIインフラ・通信|宇宙・衛星,NEAR,4735.00,4700.64,6,4626.00,4857.00,0.472,2.36,2,4785.00,false,contracting,4602.87,上昇トレンド / レンジ6日 / 下限反応2回 / 下限まで+2.4% / 反発確認まだ
2026-08-27,5703,日本軽金属HD,非鉄金属,非鉄・資源素材,RANGE,3035.00,2884.60,9,2963.00,3140.00,0.407,2.43,2,3115.00,false,contracting,2948.18,上昇トレンド / レンジ9日 / 下限反応2回 / 下限まで+2.4% / 反発確認まだ
2026-08-27,6770,アルプスアルパイン,電気機器,電子部品・AI端末,RANGE,2211.50,2175.22,5,2149.00,2233.50,0.740,2.91,2,2204.00,true,neutral,2138.26,上昇トレンド / レンジ5日 / 下限反応2回 / 下限まで+2.9% / 反発確認OK
2026-08-27,6702,富士通,電気機器,AIインフラ・通信,RANGE,3753.00,3638.08,5,3646.00,3819.00,0.618,2.93,1,3785.00,false,contracting,3627.77,上昇トレンド / レンジ5日 / 下限反応1回 / 下限まで+2.9% / 反発確認まだ
2026-08-27,7269,スズキ,輸送用機器,自動車・円安,RANGE,2134.00,2051.18,6,2068.00,2173.00,0.629,3.19,1,2161.50,false,neutral,2057.66,上昇トレンド / レンジ6日 / 下限反応1回 / 下限まで+3.2% / 反発確認まだ
2026-08-27,1820,西松建設,建設業,建設・国土強靭化,RANGE,5561.00,5421.60,10,5368.00,5601.00,0.828,3.60,1,5600.00,false,contracting,5341.16,上昇トレンド / レンジ10日 / 下限反応1回 / 下限まで+3.6% / 反発確認まだ
2026-08-27,9513,J-POWER,電気・ガス業,電力・エネルギーインフラ,RANGE,4025.00,3893.28,10,3873.00,4060.00,0.813,3.92,2,4035.00,false,contracting,3853.63,上昇トレンド / レンジ10日 / 下限反応2回 / 下限まで+3.9% / 反発確認まだ
2026-08-27,8001,伊藤忠,卸売業,商社・資源,RANGE,2105.00,2036.82,5,2025.50,2143.00,0.677,3.92,1,2143.00,false,neutral,2015.37,上昇トレンド / レンジ5日 / 下限反応1回 / 下限まで+3.9% / 反発確認まだ
2026-08-27,8308,りそなHD,銀行業,銀行・金利上昇,RANGE,2441.50,2344.82,4,2345.00,2462.00,0.825,4.12,1,2462.00,false,contracting,2333.28,上昇トレンド / レンジ4日 / 下限反応1回 / 下限まで+4.1% / 反発確認まだ
2026-08-27,1813,不動テトラ,建設業,建設・国土強靭化,RANGE,2889.00,2775.28,6,2774.00,2904.00,0.885,4.15,1,2900.00,false,contracting,2760.13,上昇トレンド / レンジ6日 / 下限反応1回 / 下限まで+4.1% / 反発確認まだ
2026-08-27,6645,オムロン,電気機器,電子部品・AI端末,RANGE,6527.00,6175.84,4,6262.00,6613.00,0.755,4.23,1,6515.00,true,contracting,6230.69,上昇トレンド / レンジ4日 / 下限反応1回 / 下限まで+4.2% / 反発確認OK
2026-08-27,6752,パナソニックHD,電気機器,電子部品・AI端末,RANGE,4375.00,4263.88,4,4154.00,4454.00,0.737,5.32,1,4344.00,true,contracting,4133.23,上昇トレンド / レンジ4日 / 下限反応1回 / 下限まで+5.3% / 反発確認OK
2026-08-27,6326,クボタ,機械,機械・設備投資,RANGE,2839.00,2733.02,4,2682.00,2874.50,0.816,5.85,1,2830.00,true,contracting,2668.59,上昇トレンド / レンジ4日 / 下限反応1回 / 下限まで+5.9% / 反発確認OK
2026-08-27,7014,名村造船所,輸送用機器,造船・海運,RANGE,4775.00,4390.80,3,4445.00,4775.00,1.000,7.42,1,4670.00,true,contracting,4422.77,上昇トレンド / レンジ3日 / 下限反応1回 / 下限まで+7.4% / 反発確認OK
2026-08-27,5713,住友金属鉱山,非鉄金属,非鉄・資源素材,OUT,11400.00,9271.76,,,,,,,11850.00,false,unknown,,"株価 11,400円 が対象レンジ 2,000円〜7,000円 の外"
2026-08-27,5711,三菱マテリアル,非鉄金属,非鉄・資源素材,OUT,5944.00,4871.04,,,,,,,6058.00,false,unknown,,品質を満たすレンジがない（最良は8日 window（値幅が広すぎる（21.0% > 10.0%）））
2026-08-27,5707,東邦亜鉛,非鉄金属,非鉄・資源素材,OUT,1212.00,997.72,,,,,,,1284.00,false,unknown,,"株価 1,212円 が対象レンジ 2,000円〜7,000円 の外"
2026-08-27,5805,SWCC,非鉄金属,電線・データセンター,OUT,14600.00,12854.40,,,,,,,14540.00,true,unknown,,"株価 14,600円 が対象レンジ 2,000円〜7,000円 の外"
2026-08-27,5714,DOWA HD,非鉄金属,非鉄・資源素材,OUT,10385.00,9125.76,3,9976.00,10660.00,0.598,,1,10660.00,false,contracting,,"株価 10,385円 が対象レンジ 2,000円〜7,000円 の外"
2026-08-27,4689,LINEヤフー,情報・通信業,AIインフラ・通信,OUT,550.00,486.64,,,,,,,564.00,false,unknown,,"株価 550円 が対象レンジ 2,000円〜7,000円 の外"
2026-08-27,9104,商船三井,海運業,造船・海運,OUT,7003.00,6388.64,,,,,,,7210.00,false,unknown,,"株価 7,003円 が対象レンジ 2,000円〜7,000円 の外"
2026-08-27,9107,川崎汽船,海運業,造船・海運,OUT,3288.00,3001.12,,,,,,,3425.00,false,unknown,,"品質を満たすレンジがない（最良は3日 window（値幅が広すぎる（10.5% > 10.0%） / 安値が3本連続で切り下がり（3,406→3,306→3,250）））"
2026-08-27,9101,日本郵船,海運業,造船・海運,OUT,6932.00,6366.08,,,,,,,7151.00,false,unknown,,"品質を満たすレンジがない（最良は3日 window（安値が3本連続で切り下がり（7,111→6,955→6,862）））"
2026-08-27,5838,楽天銀行,銀行業,銀行・金利上昇,OUT,6503.00,5830.80,,,,,,,6509.00,false,unknown,,"品質を満たすレンジがない（最良は10日 window（値幅が広すぎる（12.1% > 10.0%） / 安値が3本連続で切り下がり（6,260→6,004→5,884）））"
2026-08-27,3778,さくらインターネット,情報・通信業,AIインフラ・通信,OUT,3655.00,3418.72,,,,,,,3595.00,true,unknown,,"品質を満たすレンジがない（最良は7日 window（値幅が広すぎる（26.3% > 10.0%） / 安値が3本連続で切り下がり（3,515→3,450→3,390）））"
2026-08-27,5801,古河電工,非鉄金属,電線・データセンター,OUT,4089.00,3696.40,,,,,,,3950.00,true,unknown,,"品質を満たすレンジがない（最良は10日 window（値幅が広すぎる（29.2% > 10.0%） / 安値が3本連続で切り下がり（4,236→3,755→3,680）））"
2026-08-27,8015,豊田通商,卸売業,商社・資源,OUT,7550.00,7069.80,3,7312.00,7595.00,0.841,,1,7595.00,false,neutral,,"株価 7,550円 が対象レンジ 2,000円〜7,000円 の外"
2026-08-27,5803,フジクラ,非鉄金属,電線・データセンター,OUT,5500.00,4999.56,,,,,,,5353.00,true,unknown,,品質を満たすレンジがない（最良は4日 window（値幅が広すぎる（11.9% > 10.0%）））
2026-08-27,9506,東北電力,電気・ガス業,電力・エネルギーインフラ,OUT,1319.50,1234.24,6,1285.50,1335.00,0.687,,2,1334.00,false,neutral,,"株価 1,320円 が対象レンジ 2,000円〜7,000円 の外"
2026-08-27,6857,アドバンテスト,電気機器,半導体・生成AI,OUT,34610.00,32853.60,,,,,,,35910.00,false,unknown,,"株価 34,610円 が対象レンジ 2,000円〜7,000円 の外"
2026-08-27,464A,QPSホールディングス,情報・通信業,宇宙・衛星,OUT,1863.00,1671.24,,,,,,,1847.00,true,unknown,,"株価 1,863円 が対象レンジ 2,000円〜7,000円 の外"
2026-08-27,6301,コマツ,機械,機械・設備投資,OUT,7561.00,7138.24,4,7113.00,7636.00,0.857,,1,7534.00,true,neutral,,"株価 7,561円 が対象レンジ 2,000円〜7,000円 の外"
2026-08-27,9503,関西電力,電気・ガス業,電力・エネルギーインフラ,OUT,2605.00,2444.58,,,,,,,2639.00,false,unknown,,"品質を満たすレンジがない（最良は3日 window（安値が3本連続で切り下がり（2,592→2,584→2,581）））"
2026-08-27,9432,NTT,情報・通信業,AIインフラ・通信,OUT,168.20,158.96,10,158.80,170.00,0.839,,2,170.00,false,contracting,,"株価 168円 が対象レンジ 2,000円〜7,000円 の外"
2026-08-27,9508,九州電力,電気・ガス業,電力・エネルギーインフラ,OUT,1960.00,1857.12,5,1913.00,1991.50,0.599,,1,1991.50,false,contracting,,"株価 1,960円 が対象レンジ 2,000円〜7,000円 の外"
2026-08-27,7721,東京計器,精密機器,重工・防衛,OUT,7400.00,7134.80,,,,,,,7230.00,true,unknown,,"株価 7,400円 が対象レンジ 2,000円〜7,000円 の外"
2026-08-27,9509,北海道電力,電気・ガス業,電力・エネルギーインフラ,OUT,1093.50,1042.52,6,1053.50,1107.00,0.748,,2,1098.50,false,neutral,,"株価 1,094円 が対象レンジ 2,000円〜7,000円 の外"
2026-08-27,8053,住友商事,卸売業,商社・資源,OUT,1750.00,1706.50,,,,,,,1774.50,false,unknown,,"株価 1,750円 が対象レンジ 2,000円〜7,000円 の外"
2026-08-27,9504,中国電力,電気・ガス業,電力・エネルギーインフラ,OUT,986.80,941.76,,,,,,,989.20,false,unknown,,"株価 987円 が対象レンジ 2,000円〜7,000円 の外"
2026-08-27,9434,ソフトバンク,情報・通信業,AIインフラ・通信,OUT,237.50,230.89,10,230.60,241.60,0.627,,3,241.60,false,contracting,,"株価 238円 が対象レンジ 2,000円〜7,000円 の外"
2026-08-27,7267,ホンダ,輸送用機器,自動車・円安,OUT,1662.50,1655.06,,,,,,,1706.50,false,unknown,,"株価 1,662円 が対象レンジ 2,000円〜7,000円 の外"
2026-08-27,6525,KOKUSAI ELECTRIC,電気機器,半導体・生成AI,OUT,8722.00,8225.52,,,,,,,8487.00,true,unknown,,"株価 8,722円 が対象レンジ 2,000円〜7,000円 の外"
2026-08-27,8309,三井住友トラストG,銀行業,銀行・金利上昇,OUT,1761.00,1700.77,4,1697.50,1774.00,0.830,,1,1763.50,false,neutral,,"株価 1,761円 が対象レンジ 2,000円〜7,000円 の外"
2026-08-27,7203,トヨタ,輸送用機器,自動車・円安,OUT,3077.00,3020.44,,,,,,,3104.00,false,unknown,,"品質を満たすレンジがない（最良は5日 window（安値が4本連続で切り下がり（3,077→3,073→3,066→3,064）））"
