date,code,name,sector,themes,status,close,ma25,range_days,range_lower,range_upper,range_position,distance_to_lower_pct,lower_touch_count,prev_high,rebound_confirmed,volume_state,initial_stop,reason
2026-08-26,3778,さくらインターネット,情報・通信業,AIインフラ・通信,ENTRY_CANDIDATE,3535.00,3388.76,3,3390.00,3615.00,0.644,4.28,1,3520.00,true,contracting,3373.05,上昇トレンド / レンジ3日 / 下限反応1回 / 下限まで+4.3% / 反発確認OK
2026-08-26,8031,三井物産,卸売業,商社・資源,NEAR,4894.00,4879.56,3,4856.00,4995.00,0.273,0.78,2,4995.00,false,neutral,4831.72,上昇トレンド / レンジ3日 / 下限反応2回 / 下限まで+0.8% / 反発確認まだ
2026-08-26,6702,富士通,電気機器,AIインフラ・通信,NEAR,3716.00,3620.40,4,3646.00,3785.00,0.504,1.92,1,3769.00,false,contracting,3627.77,上昇トレンド / レンジ4日 / 下限反応1回 / 下限まで+1.9% / 反発確認まだ
2026-08-26,6770,アルプスアルパイン,電気機器,電子部品・AI端末,NEAR,2194.50,2171.80,4,2149.00,2231.00,0.555,2.12,2,2231.00,false,neutral,2138.26,上昇トレンド / レンジ4日 / 下限反応2回 / 下限まで+2.1% / 反発確認まだ
2026-08-26,1813,不動テトラ,建設業,建設・国土強靭化,RANGE,2882.00,2769.16,3,2826.00,2900.00,0.757,1.98,1,2875.00,true,contracting,2811.87,上昇トレンド / レンジ3日 / 下限反応1回 / 下限まで+2.0% / 反発確認OK
2026-08-26,6645,オムロン,電気機器,電子部品・AI端末,RANGE,6455.00,6133.28,3,6262.00,6515.00,0.763,3.08,1,6497.00,false,contracting,6230.69,上昇トレンド / レンジ3日 / 下限反応1回 / 下限まで+3.1% / 反発確認まだ
2026-08-26,9503,関西電力,電気・ガス業,電力・エネルギーインフラ,RANGE,2608.50,2434.44,4,2524.50,2639.00,0.734,3.33,1,2634.00,false,neutral,2511.88,上昇トレンド / レンジ4日 / 下限反応1回 / 下限まで+3.3% / 反発確認まだ
2026-08-26,7269,スズキ,輸送用機器,自動車・円安,RANGE,2153.00,2048.06,3,2082.00,2161.50,0.893,3.41,1,2141.50,true,contracting,2071.59,上昇トレンド / レンジ3日 / 下限反応1回 / 下限まで+3.4% / 反発確認OK
2026-08-26,8001,伊藤忠,卸売業,商社・資源,RANGE,2138.00,2031.18,3,2060.00,2143.00,0.940,3.79,1,2139.50,false,neutral,2049.70,上昇トレンド / レンジ3日 / 下限反応1回 / 下限まで+3.8% / 反発確認まだ
2026-08-26,1820,西松建設,建設業,建設・国土強靭化,RANGE,5578.00,5413.28,9,5368.00,5600.00,0.905,3.91,1,5598.00,false,contracting,5341.16,上昇トレンド / レンジ9日 / 下限反応1回 / 下限まで+3.9% / 反発確認まだ
2026-08-26,9513,J-POWER,電気・ガス業,電力・エネルギーインフラ,RANGE,4026.00,3884.44,10,3872.00,4051.00,0.860,3.98,2,4051.00,false,contracting,3852.64,上昇トレンド / レンジ10日 / 下限反応2回 / 下限まで+4.0% / 反発確認まだ
2026-08-26,6326,クボタ,機械,機械・設備投資,RANGE,2793.50,2730.00,3,2682.00,2830.00,0.753,4.16,1,2810.00,false,contracting,2668.59,上昇トレンド / レンジ3日 / 下限反応1回 / 下限まで+4.2% / 反発確認まだ
