date,code,name,sector,themes,status,close,ma25,range_days,range_lower,range_upper,range_position,distance_to_lower_pct,lower_touch_count,prev_high,rebound_confirmed,volume_state,initial_stop,reason
2026-09-18,8001,伊藤忠,卸売業,商社・資源,NEAR,2306.50,2182.22,5,2304.00,2399.00,0.026,0.11,2,2399.00,false,neutral,2292.48,上昇トレンド / レンジ5日 / 下限反応2回 / 下限まで+0.1% / 反発確認まだ
2026-09-18,8031,三井物産,卸売業,商社・資源,NEAR,5161.00,5028.60,3,5135.00,5265.00,0.200,0.51,1,5265.00,false,neutral,5109.32,上昇トレンド / レンジ3日 / 下限反応1回 / 下限まで+0.5% / 反発確認まだ
2026-09-18,8058,三菱商事,卸売業,商社・資源,NEAR,4947.00,4868.92,8,4884.00,5093.00,0.301,1.29,3,5020.00,false,neutral,4859.58,上昇トレンド / レンジ8日 / 下限反応3回 / 下限まで+1.3% / 反発確認まだ
2026-09-18,9513,J-POWER,電気・ガス業,電力・エネルギーインフラ,NEAR,4205.00,4090.28,5,4144.00,4279.00,0.452,1.47,2,4279.00,false,neutral,4123.28,上昇トレンド / レンジ5日 / 下限反応2回 / 下限まで+1.5% / 反発確認まだ
2026-09-18,6702,富士通,電気機器,AIインフラ・通信,NEAR,3979.00,3806.16,3,3909.00,4018.00,0.642,1.79,1,4018.00,false,contracting,3889.45,上昇トレンド / レンジ3日 / 下限反応1回 / 下限まで+1.8% / 反発確認まだ
2026-09-18,1812,鹿島建設,建設業,建設・国土強靭化,RANGE,4979.00,4914.88,6,4852.00,5096.00,0.520,2.62,1,5069.00,false,neutral,4827.74,上昇トレンド / レンジ6日 / 下限反応1回 / 下限まで+2.6% / 反発確認まだ
2026-09-18,1802,大林組,建設業,建設・国土強靭化,RANGE,3083.00,3021.74,5,3002.00,3144.00,0.570,2.70,1,3140.00,false,neutral,2986.99,上昇トレンド / レンジ5日 / 下限反応1回 / 下限まで+2.7% / 反発確認まだ
2026-09-18,7270,SUBARU,輸送用機器,自動車・円安,RANGE,2632.50,2622.88,7,2519.50,2690.00,0.663,4.49,1,2686.50,false,neutral,2506.90,上昇トレンド / レンジ7日 / 下限反応1回 / 下限まで+4.5% / 反発確認まだ
2026-09-18,5703,日本軽金属HD,非鉄金属,非鉄・資源素材,RANGE,3020.00,3010.52,4,2890.00,3040.00,0.867,4.50,1,3040.00,false,neutral,2875.55,上昇トレンド / レンジ4日 / 下限反応1回 / 下限まで+4.5% / 反発確認まだ
2026-09-18,1820,西松建設,建設業,建設・国土強靭化,RANGE,5685.00,5570.76,7,5420.00,5751.00,0.801,4.89,1,5751.00,false,neutral,5392.90,上昇トレンド / レンジ7日 / 下限反応1回 / 下限まで+4.9% / 反発確認まだ
